"OTU"	"RL725.mf"	"RL704.mf"	"RL703.mf"	"RL700.mf"	"RL693.mf"	"RL691.mf"	"RL686.mf"	"RL683.mf"	"RL682.mf"	"RL680.mf"	"RL679.mf"	"RL668.mf"	"RL667.mf"	"RL665.mf"	"RL663.mf"	"RL659.mf"	"RL656.mf"	"RL654.mf"	"RL651.mf"	"RL641.mf"	"RL628.mf"	"RL627.mf"	"RL625.mf"	"RL621.mf"	"RL619.mf"	"RL616.mf"	"RL613.mf"	"RL610.mf"	"RL607.mf"	"RL606.mf"	"RL605.mf"	"RL601.mf"	"RL591.mf"	"RL585.mf"	"RL573.mf"	"RL569.mf"	"RL568.mf"	"RL528.mf"	"RL518.mf"	"RL516.mf"	"RL514.mf"	"RL511.mf"	"RL509.mf"
"67"	"Faecalibacterium"	0.0292777119997639	0	0.0145175169022741	0.0322854060718138	0.0892763553158036	0.0507112760915803	0.0226686671247981	0.0313926015433509	0.0643667939530261	0.0379101258238466	0.0550410247010749	0.0514798599635028	0.0293302035509223	0.0395837456640173	0.0360485016203619	0.0167038694449488	0.112135746058644	0.00860575501063395	0.0511118921839671	0.00553433945310107	0.00824557628902547	0.247619352361449	0.0578226681127983	0.0150701847231673	0.118271739790036	0.0538306901943266	0.114417415909817	0.0984312839845039	0.0116689130555197	0.049646814025225	0.0356425519482891	0.0510707997215511	0	0.0592668899890315	0.0456190655259942	0.0415583833676853	0.0232835511304709	0.0456312666257418	0.0746143225883907	0.0470305361865833	0.0645438643303982	0.0506161069878917	0.121057750196823
"68"	"Flavonifractor"	0	0.0143432481782966	0.00296250768285187	0	0	0.000867360555110755	0	0.00220548867046856	0	0	0.000194072173284887	5.48241320165099e-05	0.00226679093743887	0	0.000267025937928607	0.000412968639303934	0	0	0.000506240130940453	0.00104151775685666	0	0.000684756175604761	0	0.000806431289534034	0	0	0	0	0	0.00505594392830416	0.0224591900083994	0	0.00447894405004626	0	0	0	0	0	0	0	0	0.000347478995340218	0
"69"	"Gemmiger"	0.000603921630951665	0	0	0	0	0.00290535458669966	0	0.00275072083621913	0	0.000814859197124026	0.000549871157640514	0.000180136433768533	0.000874498026626164	0	0	0.000452129458548273	0	0	8.91821992330331e-05	0	0.000540788853934675	0.00139511071291437	0	0	0	0	0	0	0	0	0	0.000262069530322264	0	0	0.000752091755194134	0	0	0	0	0	0	0	0
"70"	"Ruminococcaceae_unclassified"	0.000148710025666669	0	0.00919483712354026	0	0	0.000105134612740698	0	0.000599264182176311	0.00882068316158393	0.0186506890353505	0.0120540383184724	0	0.0759202365747293	0	0	0	0	0.000464795278806744	0	0	0	0	0	0	0	0	0	0	0	0	0.0231530511631304	0	0	0.000422435004298461	0	0.00247184634226484	0	0	0.0819677051443664	0	0	0.172242665074797	0.0346408558329088
"71"	"Ruminococcus"	0.0327888578729471	0.00747453028208672	0	0.0224047796863331	0.0511063672039781	0.0202202165773022	0.00032481665536069	0.148460333131941	0.000353088873777266	0.0278346315158778	0.205382268272434	0	0.0178811833339087	0.0714382441483765	0.019869157290415	0.111095684121712	0.00587042696765213	0.0099860561416358	0.00728146426679117	0.028529417771152	0.000157003215658454	0.0330346857801101	0.0148454446854664	0	0.000829338349818962	0.00351290433935062	0	0.0193700814759481	0.00708074075441738	0.0188913428368043	0.0467078114158419	0.0106957127062774	0	0.0685159932410399	0.148898498950205	0.00984257848672223	0.0301977459724815	0	0	0.0193315700889637	0.0257938272703015	0.0434526938531857	0.0244523688232298
"72"	"Ruthenibacterium"	0.000321259063081431	0	0.00221266133988937	0	0	4.65018479430009e-05	0	0	0	0	0	0	0.00132325359292117	0.00117709559474578	0	0.000192244021744935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"73"	"Absiella"	0	0	0	0	0	0	0	0.000147360044797454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"74"	"Catenibacterium"	0	0	0	0	0	0	0.00434414656081032	0	0	0.00764050329538646	0	0	0	0	0	0	0	0.000457752926097551	0	0	0	0	0	0.0609863662710113	0	0	0.00444221319580728	0	0	0	0	0.0150771876663527	0	0	0	0	0	0.0268399154218675	0	0	0.00281656734560764	0.00155029090228712	0
"75"	"Coprobacillus"	0	0	0.00197910264290104	0	0	0	0	0	0	0	0	0.00955506300859173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00455536637094124	0	0	0	0	0	0	0.0168110035659705
"76"	"Dielma"	7.03818442086527e-05	0	0.00181929932390903	0	0.000396272482071866	0	0	0	0	0	0	0	0.0017374895002704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000384845284007631	0	0	0	0	0	0	0	0	0	0
"77"	"Erysipelatoclostridium"	0.000383694570040719	0.00842164542057032	0.0322433927473878	0	0	0	0	0	0.000111157608411362	0	0.00133694163818478	0	0.0127837803629167	0.00232294086396733	0.0014443675733411	0	0	0	0	0	0	0	0	0.0020916811572289	0	0	0	0	0	0.00766605216565974	0	0	0.0163108894838979	0	0	0	0	0	0	0	0	0	0
"78"	"Erysipelothrix"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136381155682054	0	0
"79"	"Faecalitalea"	0.00357244618910693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025219648398798	0	0	0	0	0	0	0	0	0	0
"80"	"Holdemanella"	0	0	0	0	0	0	0.000528103269600034	0	0	0.00124146195326543	0.000916451929400856	0	0	0	0	0	0	0.0045845716136847	0.000225578503942378	0	0.00847817364555652	0	0.00196583514099783	0	0.00244755952019742	0	0	0	0	0	0	0.00539699439007412	0	0.000748525183055169	9.40114693992667e-05	0	0	0	0.0058827060447806	0	0	0.00082860375811898	0
"81"	"Holdemania"	7.60577993867698e-05	0	0	0	0	8.49164179828711e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"82"	"Firmicutes_unclassified"	0.00304231197547079	0	0.00946527350952674	0.00598646229714191	0	0.000125352807498524	0	0	0.00194852748862269	0.00117914919113241	0.00528307582831082	0.00325028782669309	0.0191929303738479	0.00737507682371691	0.00475791671218245	0.000430769011687725	0.000295034345023754	0	0.000521978166099223	0	0	0	0	0	0	0.0113103336243832	0	0	0	0	0	0.000630604807337947	0.0366831249437061	0	0	0	0.000795132406831224	0.0122433667553373	0	0.00528973310892041	0.0095170328204216	0.0016661172340672	0
"83"	"Acidaminococcus"	0	0	0	0	0	0	0	0	0	0.00359017375674056	0	0	0.000816965261716548	0	0.0570464503756569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000400937302315636	0
"84"	"Phascolarctobacterium"	0.0055817343221604	0	0.00410571604179471	0	0.00145726009536106	0.0143933328480967	0	0.00454851338274807	0	0.00718034751348113	0	0.000979002357437677	0.021724372029871	0.013656392254086	0	0	0	0.0032606093043564	0	0	0.000139558413918626	0	0.0185059652928416	0	0	0	0.0376218946343541	0	0	0.00259185573219924	0	0	0.000311151506218936	0	0	0	0	0	0.000870400384176721	0	0	0.0123221397578339	0
"85"	"Megamonas"	0	0	0	0.00160034140616665	0	0	0.0121154402812426	0.0349980106393952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00357382175563994	0	0	0	0	0	0.00553621882805782	0	0	0	0	0	0	0	0	0	0.000632589965875781	0
"86"	"Mitsuokella"	0	0	0	0	0	0	0	0	0	0.000153385260635111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"87"	"Allisonella"	0.000414344728002552	0	0	0	0	0	0.000338074478028473	0.000623824189642554	6.53868284772715e-05	0	0	0	0	0	0	2.13604468605483e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155603783628844	0	0	0	0	0	0	0	0	0	0	0
"88"	"Dialister"	1.24871013918577e-05	0.0162972064369699	0	0.00299915833896416	0	0.000131418265925872	0	0	0.000156928388345452	0	0.000388144346569774	0	0	0	0.000315576108461081	0	0.0126789118528157	0	0	0	0	0.000217586074491233	0	0	0	0.013026174183199	0	0	0.0155831687007256	0	0	0.0018181073666107	0	0	0	0	0	0	0	0	0	0	0
"89"	"Megasphaera"	0	0	0	0	0	0	0	0.010261171119396	0	0.00402156980227681	0	0	0	0	0	0	0.00497019396616939	0	0	0	0	0	0	0	0	0	0	0	0.000221561640294677	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"90"	"Veillonella"	0	0	0	0	0	0	0.000260737179133071	0	0	0.000143798681845416	0	0	0	0	0	0	0	0	0.00412336521159788	0.00443155594584108	0.00171540550441644	0.0040765391014975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"91"	"Finegoldia"	4.65428324605606e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"92"	"Parvimonas"	9.08152828498744e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"93"	"Peptoniphilus"	2.27038207124686e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"94"	"Fusobacterium"	0	0	0	0	0	0	0.0890174406657195	0.00129676839421759	0	0	0	0	0	0	0.00137154231754239	0	0	0	0.00917527449756323	0	0.0121939164161399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"95"	"Victivallis"	9.87616200992384e-05	0	0	0	0	0	0	0.000402784122446373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"96"	"Parasutterella"	0.00256666693154457	0	0	0	0.0048830996177888	0.00741603383717075	0	0.000225952068689429	0	0	0.00928311895546044	0	0	0	0	0	0	0	0.0123123895058782	0	0	0	0	0	0	0.0110565110565111	0	0	0	0	0	0	0.0027021051855855	0.0166157768357395	0	0.00324849896944171	0	0	0.0350861396242271	0	0.00151205194343147	0	0
"97"	"Sutterella"	0	0	0	0.000983913605272828	0	0	0.00978869240304665	0	0.00122273369252498	0.0046399041342121	0	0	0.00363607074228773	0.00244794216606423	0.0100741603854884	0.0021645252818689	0.0121417980452083	0.000260567050240144	0	0	0.00396578492885428	0	0	0	0.0107004874891276	0	0	0.0126122682973438	0	0	0.00390753387138005	0.00228491871749724	0	0	0.00163736642537056	0	0.00541035746387333	0	0	0.000745371483529695	0	0.0028689291410141	0.00129671652850461
"98"	"Turicimonas"	0.000256553174050895	0	0	0	0.00396272482071866	8.08727790313058e-05	0	0	0	0	0.00154179559887438	0	0	0	0	0	0	0	0.00388729468421632	0	0	0	0	0	0	0.00354336304749528	0	0.000833868978336779	0	0	0	0	0.00224356612378917	0.00219369756618148	0	0	0	0	0.0161174140104448	0	0	0	0
"99"	"Bilophila"	0.000359855558292627	0.00232939128654073	0	0	0	0.00113424072591406	0	0.000265248080635417	0	0	6.46907244282957e-05	0.000571737376743603	0	0	0	0.000327526851861741	0.00347989227463915	0	0.000529847183678608	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000433974469200095	0	0	0	0	0	0.00330151869860136	0	0	0	0
"100"	"Desulfovibrio"	0.00225335420571251	0	0	0.000195597282975924	0	0	0	0.00102169631059568	0	0	0	0	0	0	0.000339851193727318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00650961703800142	0.00254202116621706	0	0	0	0	0	0	0	0	0
"101"	"Desulfovibrionaceae_unclassified"	0	0	0	0	0	0.00114637164276876	0	0	0	0	0	0	0	0.00052083875873707	0	0	0	0	0	0	0	0	0	0.00524180338197122	0	0	0.00104970106339282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"102"	"Campylobacter"	0	0	0	0	0	0	0.00577378177181961	0	0	0	0	0	0	0	0	0	0	0	0.000264923591839304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"103"	"Escherichia"	0.018964501441125	0.0186010000170651	0.100454824830977	0.00670957952511351	0.00426951641974204	0.00660932786633347	0	0	0.000379243605168175	0.00133253445176753	0	0.000642225546479116	0.00304923654020965	0.000427087782164398	0	0	0	0	0.0302537495868766	0	0	0	0	0.0222020614399839	0	0	0	0.000747007626426698	0	0	0	0	0.00511762345754829	0	0	0.160938853541237	0	0	0	0.0128877133926425	0	0	0
"104"	"Klebsiella"	0.00272332329446061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"105"	"Hafnia"	0	0	0	0	0	0.000115243710119611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"106"	"Haemophilus"	0.000161197127058527	0	0	0	0	0	0	0	0	0.000330736968244458	0	0	0	0	0	0	0	0	0.00118035263690779	0	0	0.00014079098937668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"107"	"Proteobacteria_unclassified"	0.00015211559877354	0	0	0	0.0106354420994772	0.000458953021002661	0	0	0	0	0.00216713926834791	0	0	0	0	0	0	0	0.0081208261419256	0	0	0	0	0	0	0.00553333197961297	0	0	0	0	0	0	0.0277743660288061	0.000844870008596923	0	0	0	0	0.0291434059667447	0	0	0	0
"108"	"Fretibacterium"	3.1785348997456e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"109"	"Akkermansia"	0	0	0	0.00119136526903517	0.000383489498779225	0.000541847619509749	0	0	0.00547941622639535	0	0	0	0.00693845144809969	0.0101563557953729	0	0	0	0	0.000165249369167091	0	0	0	0	0	0	0	0	0.00469051300314438	0.00932405236240099	0	0	0	0	0.00578810067293155	0.00103412616339193	0	0.0108207149277467	0	0	0	0	0	0
"110"	"Blastocystis"	0	0	0	0	0	0	0	0	0	0.00211863391252247	0	0	0	0	0	0	0	0.00525359512105804	0	0	0	0	0.000542299349240781	0	0	0	0.00533978367030259	0	0	0	0	0	0	0.000326090178756707	0	0	0	0	0	0	0	0	0
"111"	"Giardia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00372155770449669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
